day_of_week,hour_of_day,temperature,precipitation,event,traffic_density,population_density,public_transport_capacity,demand
Friday,11,34.19153288642067,23.49941340789683,None,0.9977493890102006,1618.7851578023872,80.97912964135435,158
Thursday,19,24.757080878527248,44.507056869800735,Concert,0.4517394759814438,5947.4552964698,83.17451725643551,256
Saturday,4,17.19472397355007,35.386067513376375,Holiday,0.35472855673021264,4754.478510781319,91.814565655123,476
Sunday,4,25.95918977947386,3.1101613082351376,Holiday,0.40070416683446664,8899.744643763624,60.7731453637865,349
Wednesday,5,24.08754669119922,7.365152213948517,Concert,0.11514617839520114,2835.9514324844863,56.0240911219234,159
Sunday,8,31.88714165479232,0.3920795385958409,None,0.8832736014262238,8438.181485429646,92.57685859489628,245
Thursday,1,16.961651615684893,31.54608951145817,Concert,0.414825655521352,6019.1982206690745,57.8306407446325,466
Friday,20,24.764822740435562,22.383671270520917,Concert,0.3872744114248413,1491.4927289212214,98.73800406680976,201
Tuesday,11,18.000973293879685,6.713742545113776,Holiday,0.6596902729304743,9746.607711929362,92.12691146993185,469
Thursday,2,21.4935185378012,47.896706052838525,None,0.4420334209311235,5613.537196928799,75.04383029447996,292
Tuesday,19,29.747141547755994,26.482986197280994,Sports,0.648233468807846,3617.8916880842426,99.07107124610127,177
Saturday,21,24.52036258737533,12.094664705644458,None,0.061446290130787506,5224.661577903323,54.86883645540021,154
Wednesday,11,22.517765702915387,25.03017855773538,Concert,0.8137233437222274,8720.720051657401,65.15328805875508,59
Monday,23,22.889525571400707,33.98101663675539,Concert,0.9405039528794026,3744.1281194655717,81.91122075203057,405
Sunday,16,24.188935368119733,3.811960898678224,Concert,0.648765386159386,2734.087568380303,67.50034342365893,197
Wednesday,9,30.700330876741138,13.7351907523946,None,0.9545659288588108,2161.641222377933,96.41862759903958,414
Thursday,23,32.84169377880469,40.34827454419968,Holiday,0.1514323143699633,3680.734585511901,53.281304408890875,413
Tuesday,13,34.10669373007856,22.983243520133062,Concert,0.4774161894803537,8020.432783360391,77.47059160304823,189
Sunday,22,30.7380677251059,27.328857101614744,Concert,0.6018067339454473,5244.6372867573555,79.54331336975572,239
Tuesday,16,21.308137914960255,21.640800110473464,None,0.5817366474211867,3047.33443324186,82.6364061888612,451
Friday,17,28.762694121730842,2.194997132150256,Sports,0.40146177908904324,2495.6649964877424,62.78331116659072,143
Tuesday,18,23.75206248110784,8.287488991007796,Sports,0.3380844093662614,3994.565288593412,68.22832137599322,278
Friday,16,20.09341244092102,22.277081937094543,Holiday,0.1268240225504188,9459.31935597138,92.18402648324889,112
Saturday,13,31.817431588518453,10.459273270396391,Holiday,0.3917424505622782,4087.2404133102195,59.74713844850799,389
Sunday,8,15.7685269792465,2.4989514329839366,Concert,0.16266081510548513,9893.116683591717,91.3433923586681,74
Sunday,7,33.03523984270847,42.182483202591186,None,0.7343656764922184,5367.074101888205,78.13277114513713,317
Monday,1,24.22954929249468,49.05962645820579,Concert,0.20883093549458998,2612.475264611358,88.1093755597041,454
Thursday,12,27.74402953616561,39.65714369983697,Holiday,0.05856530528453385,9020.260826141584,85.68036831317357,330
Friday,6,28.187078444115656,42.68924608523335,None,0.5523661378172343,5143.198358213442,60.375574769243954,60
Monday,8,32.90235481413073,12.098856515852269,None,0.5952297327194016,7387.04209154072,78.44063682169364,369
Tuesday,21,27.733393643344147,48.031348775659986,Holiday,0.8719130612805055,9853.404248882365,93.38615764025462,250
Tuesday,21,27.278671695201236,9.846285222671419,Sports,0.5769816124176819,1451.578152879766,71.60581184009646,175
Monday,10,16.3330408112138,47.571490518091615,Sports,0.3454808537234457,1870.2510380881042,98.32953851116584,355
Sunday,13,25.36816043890408,49.74096469829755,None,0.8030118815263205,7484.110673164806,72.6107550050859,239
Tuesday,3,18.003380016340834,35.586140287302435,Concert,0.5402788931874211,3536.425029659248,57.139281833394236,138
Saturday,12,29.748675374429713,49.0571865895911,Sports,0.07928028463119174,2658.7125725508913,69.47173400388365,404
Saturday,1,25.244438416253487,28.476988978355184,Concert,0.5658505603132467,1354.2569183775654,97.58512031952685,165
Monday,22,28.604555584167066,12.977089158804517,Sports,0.9080185454216624,1196.6204078758162,65.98604246699271,401
Friday,4,15.833458012047686,21.849794283281042,Sports,0.39631262549822055,7970.370428078118,93.40490799335313,226
Friday,10,16.695840320916066,29.678046768939296,Concert,0.29632580189980007,2209.9008463259497,94.0625340840945,63
Monday,5,29.326467761253646,3.6540781013507493,Holiday,0.14346945701802005,5209.485543740358,67.50932621659805,306
Friday,17,16.441686719973468,31.117163230862303,Sports,0.15144552193535732,6453.071336615347,54.16288290253161,258
Sunday,20,16.42513455530517,49.058891838114725,Sports,0.4327714843418189,4855.166205119616,86.22789545794092,330
Sunday,9,15.242169504697749,9.505382489186381,Concert,0.5956798241615295,1243.959871026098,65.5756149506993,492
Friday,3,34.1300279659896,39.62975581441916,Holiday,0.08061540516960175,8051.51352329118,89.14618071287862,377
Saturday,8,29.75016718918014,45.39493968898097,Sports,0.9395685890251657,1094.6190208748815,72.13274241302166,374
Friday,5,22.065028170041284,47.18507964101104,Sports,0.7551336174451959,7857.009049397356,74.26333711713107,438
Sunday,1,20.930711625753105,48.00678022027236,Holiday,0.5866239182836627,9039.740444093104,88.89547033742684,154
Wednesday,16,21.994064594916992,26.072981936073596,Sports,0.8284386709389908,4895.559289514551,69.1181665530814,196
Thursday,4,30.493070623623638,48.865395399575185,Holiday,0.08018675681211329,5819.882257880184,72.15636726614572,328
Tuesday,5,28.227412221408287,37.86551035672194,Holiday,0.4768388777331244,5292.850533558884,68.80952343848111,58
Wednesday,11,18.70391135734936,8.083571811848095,Concert,0.6300931268616634,4502.877567610949,68.367025763864,167
Friday,22,18.482186706681688,23.8450053233985,None,0.8286529061182892,8986.820818333243,76.29732884507297,143
Saturday,20,16.967912994267948,35.9165587686002,Holiday,0.7834695600492677,9045.401596029915,90.43997222505755,483
Monday,9,28.206054394026765,12.367015790954166,Concert,0.27706924971339963,4022.3472817738107,68.0884155961283,193
Friday,21,30.28745324443472,32.03075917744437,None,0.9408801695592043,6535.6277861322815,76.21273602688683,338
Saturday,20,20.30092856650008,33.33002395233096,Sports,0.12434584143087035,9342.168059312777,83.53636627213004,435
Thursday,5,15.418899220618256,8.134987190428294,None,0.8751336186211521,9658.526490472164,63.471972315182754,63
Friday,7,16.643433349528546,28.254265622637813,Holiday,0.9709402496046186,5580.631363798428,63.87614024511963,306
Sunday,1,34.357200696900605,38.581345548930386,Holiday,0.17715352322262556,5075.4232475589415,96.67065635117274,395
Monday,11,20.908895549548404,24.944783226797096,Holiday,0.7220660642037853,3508.248843356732,86.17672866655442,235
Saturday,12,30.384462956762672,0.6051558388053713,Holiday,0.040285518777998464,9629.84685871369,78.85933381116544,394
Saturday,20,27.493271377085275,0.45192345396460887,Holiday,0.40542282513915495,2285.328740255806,82.3860027210306,449
Saturday,6,22.638792793057917,17.851467198500607,Concert,0.516283299197674,6218.466184429525,51.46497215517092,256
Thursday,9,19.113745243911104,46.3097034215891,Holiday,0.5806452259096341,3542.95240766775,80.90514827808485,395
Friday,12,17.42772836318813,11.433838980180438,Concert,0.9359372482485595,3511.0746131301694,75.4754436612101,480
Thursday,16,27.300259360777332,31.718184443584356,Sports,0.6722506872941947,4644.717286385696,77.28748398897179,221
Tuesday,20,30.49267561275576,11.103793534666028,Holiday,0.481277951219237,9989.136422340891,67.97119134154086,319
Tuesday,13,27.878085070822614,16.08349948297743,Holiday,0.8096750362658893,1494.6967615583985,54.07369488564709,270
Friday,1,25.606042664983164,42.4021044800742,None,0.9505328209544089,6206.876363831783,59.66696168060261,201
Sunday,21,15.839024468632726,36.443072113497344,Sports,0.022066148682290843,1743.1494223174946,97.53723566063358,160
Thursday,10,34.36977555188768,4.769963865660531,Holiday,0.9825212722560387,2390.687469914671,70.43497811354669,232
Monday,0,30.97428383309149,21.43510104932168,Holiday,0.08613213906368034,4956.066475956088,73.3341577915432,448
Saturday,18,20.856440734019294,1.4584881822632234,Sports,0.8143867792687614,5594.141182117972,52.63548949267195,388
Saturday,20,34.599406587177015,24.04450733015045,Concert,0.2803347525514125,3329.131675280716,51.87831147719903,121
Friday,3,27.037631792726444,33.121700585053404,Holiday,0.13217965775387175,3848.1141778697456,85.85907235233788,467
Sunday,18,26.64845316414493,5.925131179907578,None,0.4398556397138349,1782.7031823033976,76.90473320605557,435
Tuesday,20,29.961463588590643,14.444246945458284,Holiday,0.6439565794476135,3728.978054598255,75.43529921081333,332
Tuesday,10,31.23539576180275,19.891831275107847,None,0.380951845023475,9699.025954424897,62.15622652113343,123
Saturday,7,28.129572146630053,45.976551232802485,None,0.05456540828269896,9502.366435052336,87.2375365814961,404
Friday,10,17.561914927324,49.662750771148204,Holiday,0.5994611396587166,4013.904611232865,58.411828955424596,264
Thursday,3,21.765350119889966,2.2455649497807926,Holiday,0.9024032761106747,6137.685426508854,59.496737183051,377
Tuesday,16,33.561672806520995,38.0503961747696,None,0.3832153659472517,9186.3585199985,73.03560856741377,72
Thursday,6,19.49231223687704,18.58620332011716,Sports,0.21633277763082703,1055.65440376807,64.31399310559705,117
Sunday,7,22.443340476750265,19.622909311474,Sports,0.4425773459328154,8296.152133038326,62.373149061657315,447
Tuesday,2,23.64153765888392,37.71324866735114,Holiday,0.04836271104878087,9535.325975100272,82.26188222766658,496
Tuesday,21,23.788099793889046,45.921321607270436,Concert,0.8204875844802748,1821.9316090020136,82.54858726092723,422
Wednesday,1,27.25879164989051,47.54642972512742,Sports,0.8263408109501867,2453.029174296289,91.22585348999647,411
Tuesday,22,33.861516754894154,28.856129301916038,Holiday,0.5880004634296284,9646.716724942198,70.88542834864879,142
Monday,14,19.8138542366501,17.85605796502514,Sports,0.3531028889383895,5837.861292763117,53.65425455130751,370
Friday,23,17.43002752601836,39.377454292938964,Concert,0.7997833644457834,1127.7697102455134,63.683319246072884,373
Friday,21,18.949409797198747,12.550069163115014,Holiday,0.5546870247883672,3318.6879888717626,99.00027315984084,433
Thursday,21,32.73849800418539,28.20370144167589,Concert,0.8259323085500162,5049.493068419737,79.8129287616351,112
Sunday,4,27.91621625310412,17.92892307624366,Holiday,0.6314587925830206,7236.180199222909,85.48685424005102,273
Tuesday,23,20.7181357847832,32.83155368539381,Concert,0.7844054732127973,7598.4434032311965,50.367891481270725,274
Monday,0,31.318938779372345,12.019945644675346,Sports,0.59856299321776,9958.793616329105,75.91028660912605,418
Thursday,3,32.22739992726872,9.579647286741288,Sports,0.4141410682156662,3587.600794453831,51.87643287659016,395
Wednesday,14,31.930286773805562,45.91195433377185,Concert,0.9579458599261376,5843.980916816277,78.4615106045724,386
Thursday,19,33.378530672791086,5.090184147476845,Concert,0.5411138248788447,5799.911930736445,96.03854248180377,152
Thursday,18,20.04482040346723,25.297895386746582,Concert,0.6050895185405384,4650.807335025138,98.42095652502039,264
Tuesday,2,30.100838574925568,11.042639148150446,Holiday,0.22048763941474925,2522.4570445817817,77.02763376944621,241
Wednesday,19,24.2107899454828,1.9464981662833725,Sports,0.6256507894272765,9797.109068654583,72.9102402626108,209
Thursday,10,31.83997105780123,1.8009409145713196,Holiday,0.5716076494829438,8679.854679999275,97.2508547124247,421
Monday,16,29.569813543232264,8.761088605291366,Sports,0.18483839794702495,5484.997254648135,83.68049159983475,256
Monday,12,30.528948929994492,43.338517725300015,None,0.059587097353143714,6429.208804156268,53.244963976920474,318
Friday,10,28.12323675362143,14.123937198851333,Holiday,0.6043593197147711,3045.3494820369606,73.28627888337488,243
Wednesday,1,18.548575389394138,47.52295852876479,Sports,0.7636922693503205,5894.083633525722,62.01225092321519,429
Wednesday,8,25.900538377938766,29.08111464945968,Sports,0.5234013709220082,7254.731198093283,73.49021607243408,452
Friday,1,34.69339479049016,21.830709488438305,Holiday,0.2267726253196457,5636.503255479299,72.7732786003181,201
Thursday,20,33.74776132994238,29.00444173347273,Holiday,0.6665219766930349,9912.566535264472,79.1072401407371,286
Wednesday,8,15.863474715940233,25.834919261313388,Sports,0.08010572660960225,6502.074906229535,67.83852451746256,137
Monday,8,18.296296314588744,37.93881268786626,Holiday,0.4418337048019546,4338.763413329521,58.2135224727964,60
Monday,7,17.63457546909124,14.124803298642613,Concert,0.1633667583984202,7949.368248542543,75.18597172949782,236
Tuesday,16,29.51959819970591,17.65251958001512,Holiday,0.18445905105988336,2534.1626042347784,91.5101442172881,263
Wednesday,0,31.3557065971389,44.704715126662535,Holiday,0.20229394915820365,4460.642323356398,83.20061140338012,64
Thursday,10,19.270227326213437,47.322825657520276,Holiday,0.3867070570439779,4122.630553398272,66.91839329626079,315
Friday,7,25.11705385903658,44.62791137432372,Sports,0.051150205620397626,4886.263855969995,96.77615113794286,346
Friday,9,31.814060560224,20.97239969786568,Concert,0.3977934409290982,8036.018433358537,95.61037856245912,460
Thursday,6,29.65603089532501,39.01827515034408,None,0.5117074471147008,5357.5572894706675,60.46741996920494,493
Sunday,2,25.844744109836967,23.81678666505494,None,0.4832942849663252,8146.130052393664,51.97087925601815,122
Saturday,2,26.806953809175457,24.87699260730511,Concert,0.38278410040304056,6188.400128258793,87.06543541753811,101
Tuesday,17,25.1672109383256,10.234005452864197,Concert,0.8391466080707525,4078.6249119179984,91.38051306745766,177
Friday,4,20.950969026376413,29.556515162925823,Concert,0.1453266924205041,8289.808693151252,98.39322829756776,77
Wednesday,11,26.300439857180322,9.306794887667397,Sports,0.505696743781374,3144.6070349778242,94.49181970441553,114
Tuesday,11,28.777706041001814,16.57823495335969,None,0.062041416956554296,3019.4468181981592,80.02673841032075,66
Wednesday,18,32.46645831721615,42.75151008099676,Concert,0.07115567887790974,5540.526316493522,76.50261696061904,400
Sunday,5,27.72582707958496,10.353790460542761,Sports,0.5738658496770963,3347.6432136588,51.39205256312931,477
Monday,1,30.22243074086316,3.557914258671641,None,0.566018424887821,1081.7833145609468,62.33282234223889,187
Tuesday,11,18.20143269909146,3.450379630640815,Holiday,0.878033512844457,6834.677745689214,72.98073758664631,368
Friday,18,24.231149488395797,47.03922602515539,Sports,0.5578736756600732,5599.844393251582,81.42519500417839,278
Tuesday,4,15.186632396541865,25.34602189809173,None,0.9597910204048502,5009.660330438451,77.86259166592053,303
Tuesday,11,19.93357729043246,20.470603590850917,Sports,0.04869484839992977,9702.716631564837,87.13179948408452,259
Tuesday,16,29.529234302260097,40.543929050395924,None,0.09800768478074107,6140.792655666223,63.98834654435204,480
Saturday,16,34.83619902698727,41.7912963955258,None,0.04406586157038139,8770.884200104461,78.24763038262367,343
Tuesday,9,16.983561991744317,16.60955165578023,Holiday,0.18527685033354002,2255.0521258464414,54.40711216953961,280
Wednesday,22,23.029886317225767,34.68090287368976,Sports,0.5412701109416781,6122.858168164849,70.68327617916034,290
Monday,16,31.00141937398319,38.55614079259433,Concert,0.645572181427428,8811.816640578127,87.50804164773005,119
Sunday,14,19.080712692577976,32.73253434329773,Holiday,0.0455851579486688,6247.951815519082,84.6700426714522,153
Thursday,11,26.101698986045726,7.579753740004969,Holiday,0.9459708898455993,7462.127603143013,99.53213685860895,253
Tuesday,15,29.661425920593494,43.79415417585285,None,0.842165376650381,4348.392110309866,63.8945562993878,102
Friday,23,27.31970900520358,26.954727636800435,Concert,0.2966124821570931,1832.0456533335996,74.90946495869896,477
Tuesday,18,18.760494692308324,14.123621318500184,Sports,0.07718753022646796,5121.102656143643,66.47652068869984,424
Friday,7,22.107691373714786,21.261409271884695,Concert,0.16988707321905727,4550.3145175497175,72.03015570295874,379
Wednesday,20,30.675835689707945,1.878554519945369,Concert,0.12694441375497267,8803.541641410526,92.84750649346941,103
Friday,16,26.084530282640333,6.3933400611208775,Concert,0.12328377929894685,3195.9577211722503,84.21045375942433,325
Thursday,22,15.104592270858255,38.277337525793044,Concert,0.5185616886657339,9700.608047815973,94.12205956737908,384
Monday,4,30.219815200561875,0.0005817377683070557,Concert,0.2458474424934003,9623.243078240464,60.17555541659432,80
Friday,21,15.706227098804781,20.82829142411461,None,0.35813971652914445,3228.6847876429483,93.66805589207189,184
Friday,15,29.914675654624645,26.125509054279423,None,0.9895053333843224,4132.467599295884,52.98811370891922,107
Monday,5,19.04961120330475,2.7317210000486147,Holiday,0.6843142489253448,9060.001667864966,94.42996402185761,154
Thursday,7,34.161469602387605,48.653908148616644,None,0.9489806670470013,9699.599988064967,66.45368897303639,315
Tuesday,17,22.35881502604169,11.306266562483597,Holiday,0.1425565550331156,4990.951925524396,65.72938167070332,59
Friday,11,21.538632326761583,15.209935981814043,Holiday,0.38213947483256927,3888.97341076808,75.6044288349332,302
Monday,14,17.977761006648894,15.197125612751366,Sports,0.5547318032823543,5734.846119263878,97.03450938616159,344
Wednesday,8,21.112084309804295,11.520833105867496,Concert,0.07675806188873802,7189.922857291614,52.389068234070265,205
Monday,12,32.53301523656401,0.0736911043155708,None,0.004187443627957865,3461.270638374818,67.61154875353726,207
Wednesday,14,34.926686752544946,36.467239704399816,Sports,0.6704343337969175,7628.258571571655,92.82859943416679,86
Thursday,9,22.366190610136968,48.34227498996427,None,0.6418195168014353,1464.9162140317694,69.80272387177334,168
Tuesday,15,23.97221261909085,11.214674164252253,Holiday,0.41078880999961176,1443.650434879748,59.957844879853354,116
Monday,6,29.441418764054742,33.15235959017112,None,0.48964407603203264,4476.589346309907,71.23970906657058,291
Sunday,16,32.723915609301486,37.094816347935755,Concert,0.4154430005920896,4181.258728546485,69.27762507458347,348
Sunday,22,26.860886683735682,42.421268954526234,Holiday,0.024005044844888856,3840.6989383043706,95.77081007333517,262
Saturday,20,22.830513963556587,21.131459850680457,Holiday,0.3353716062174624,5419.17786402019,88.09671878715486,357
Friday,21,23.252436816972477,15.146545282021462,Sports,0.17708225539728983,3886.6022408041413,75.25577778720032,150
Thursday,6,28.912362929936137,16.264756701151555,Concert,0.09842418910136874,2730.321266212827,99.41852833607855,105
Monday,13,15.064365272085574,35.63106665492564,Holiday,0.9567204338893498,3785.2259417974083,73.26387656379617,381
Sunday,14,27.391786749196815,40.8389733252818,Concert,0.5993597250421656,9774.138455292115,52.91189154101376,373
Friday,20,22.109860208827147,9.080698387830132,None,0.7286562842366027,4700.020752953637,63.11371609074924,288
Sunday,6,30.883946625541686,18.54705040788826,Concert,0.3153637432661175,5002.4149917250215,71.80352401096563,442
Monday,8,16.85981279646264,45.097009837457506,Holiday,0.3931471294940152,6188.90490956026,57.845131207306004,280
Wednesday,18,26.76404533896781,40.33467598473696,Sports,0.23692399389672347,9850.066915728039,97.37825631620214,411
Monday,15,24.619457797722475,49.24292013812379,Holiday,0.09696567096542474,3174.4114879218673,88.34244489088866,430
Saturday,7,27.846510518104548,37.712412984104034,Concert,0.1790316374415838,7131.538994791905,63.41436002138863,141
Monday,17,16.297071889659367,19.659760051396113,Concert,0.7975140452964858,7443.862241875517,79.5402266758958,328
Monday,22,26.599675748562625,29.531891699731887,Holiday,0.6775458051837758,6465.919751137593,86.0724578554786,496
Saturday,17,26.229691759190473,33.050712712366014,Concert,0.5469288759854769,1797.2050567297965,97.0639464453399,158
Thursday,19,26.213201888323418,3.9227908158561977,None,0.47508987286676807,7091.850482448188,94.08176745877054,366
Monday,6,27.069753331929096,27.224847955193255,Holiday,0.9224342836561245,1576.8523993255794,75.75961130691068,217
Saturday,2,28.529358744527244,35.46604142363048,Sports,0.0727349477786684,6365.283845949072,88.73263098965089,349
Friday,17,31.099779993615396,8.366065200053018,Holiday,0.28060081323791597,7656.2305949956835,78.10723769137925,457
Wednesday,9,20.396414402564286,39.031585871277855,None,0.34993785357071405,2898.7290155795536,77.635194502277,484
Wednesday,6,31.500988203601242,29.18863902570558,None,0.7824258122127878,8574.598067884966,55.7370979169096,491
Monday,16,24.96511364526907,47.61108928487973,None,0.9925146201619713,1273.1842497970383,56.3068829008076,267
Thursday,13,16.541165582686624,2.121114910344585,None,0.24067051475715306,8594.315772924754,76.47668075112287,271
Thursday,23,16.171018584879583,13.26630687777335,None,0.8743073341370806,5142.961455784885,63.44307724895033,210
Friday,2,21.684766373921214,30.077693964991205,Sports,0.8306227604317913,2958.2914593848004,51.05184512302343,65
Monday,11,30.69793954222935,14.827995610296535,Concert,0.22465739764176662,2204.003304945712,86.14196019501061,327
Wednesday,12,29.153618694818313,35.721208203562114,None,0.3993325801992226,9579.764508241353,51.624329834508245,106
Thursday,1,30.77229929344813,37.95026412609655,None,0.4096728692925191,1653.9902882304104,79.76384205520273,111
Monday,2,25.345381128832187,5.125798203323723,Holiday,0.9782206685265583,2791.840779423331,76.95968970636572,412
Sunday,4,23.80397995910981,25.692723210338386,Sports,0.18089190137889832,4130.401126897414,98.44073452889023,376
Thursday,10,17.94905053412568,25.444527779552793,Sports,0.799157971104782,6582.113640650085,74.21065696738208,291
Saturday,7,21.56385507218623,18.464038510777055,Concert,0.3341927141731099,5903.209767484886,53.18007181888987,139
Sunday,22,23.680387323477504,46.646243128483604,Sports,0.7308703457761604,2130.791431710826,77.58439839032309,121
Thursday,22,16.772008593592346,41.37531599366106,Holiday,0.42001100429566285,3607.5518536439317,92.05480853080508,375
Wednesday,11,19.412239054224223,34.86046909548184,Holiday,0.57835976311654,3148.765939774217,99.842464214072,79
Tuesday,6,26.964505881274775,35.716331786749876,Concert,0.8326117733261311,2921.8856904130726,71.51715868445362,408
Sunday,14,29.713262284783795,23.085807190655956,Holiday,0.8041655649838841,4700.299028319883,66.01493712483713,456
Friday,23,34.966950227858995,46.049726054828795,None,0.8664231835397002,7336.283073324912,95.33266484759994,337
Friday,16,33.66226662687116,34.729771362664266,None,0.05961732534465902,2957.0763899551234,59.56210645380607,135
Wednesday,3,27.85130399070383,36.44905308279082,Holiday,0.6920505530397448,4300.109917326832,80.77144575164633,283
Thursday,21,23.42496106588144,43.08454518936726,Concert,0.13998737672176287,4518.256841570461,70.28572120904738,284
Monday,12,27.723547294164653,13.70357946710955,Sports,0.415818568018411,9788.108764918692,52.054118247777765,362
Thursday,17,30.71303236160464,40.35354519333515,Concert,0.5485884150546885,9591.99721191162,67.36442371528489,414
Wednesday,0,17.366723818467747,9.762030147824602,Sports,0.40273948474683074,8201.238244768683,63.26142612513373,314
Friday,15,23.198097793925765,17.26709761224439,Holiday,0.5196116758030075,3174.9302873726665,84.30455769717435,336
Thursday,12,31.796045712712345,16.780522713492136,Holiday,0.9965263087986191,1612.3358268250272,97.4395248845959,376
Friday,9,22.67665903866088,48.926273419457026,None,0.13521731371285473,3852.137239485623,63.40235936893189,442
Sunday,11,26.437445424543732,42.82686118739634,Sports,0.6754560453364256,3401.1509449044775,90.57329695758409,318
Monday,1,26.755387217243964,35.058493079512985,Concert,0.3960009663856152,5553.332201317545,52.767990846920476,235
Sunday,22,18.689525062672786,36.35283808076951,Holiday,0.13300979890732878,7999.551190610137,76.90605050199066,180
Friday,2,22.244708833045767,28.103639720128555,Concert,0.15873676337430953,8724.906449909722,53.52750318549473,340
Friday,9,21.690225774838645,47.35453335542596,None,0.9492731062456169,8603.776768694577,96.70164955653198,326
Tuesday,1,15.523934170641295,24.812937644118076,Sports,0.879601496711762,4237.08005100761,88.31756402786951,369
Tuesday,22,15.483835277827104,19.025885493494727,Sports,0.9070419604150218,7185.109091146146,82.89749556022961,400
Sunday,12,31.63394087351547,8.15176684657955,Holiday,0.9915327758273865,3815.5077777179804,91.19481908123322,229
Saturday,12,20.46141619945625,39.3102826130529,Sports,0.20831539000851795,1548.1498891166443,82.37598977850816,339
Sunday,17,25.36157532477631,36.72219660377957,Holiday,0.35543933736406175,7314.087390426481,98.44721985871456,426
Tuesday,2,20.97451147177546,19.217751926206745,None,0.6692190299248667,1088.4479731280906,85.69789739323858,212
Friday,6,33.813584902306815,1.259670697961468,Sports,0.48380253986064725,4682.643287126397,96.23293047911234,320
Wednesday,13,20.185935177315475,41.949866385900535,Holiday,0.4183895333783335,3964.4134237186818,75.8565946005319,425
Sunday,19,23.593136254778702,0.5708991727036816,Concert,0.35781124933559305,7240.397846669672,55.85322064909313,145
Friday,16,32.45460500969204,35.18498898145255,Holiday,0.5937806319434522,7896.20925484341,76.40888607115086,311
Wednesday,20,31.838671335836175,48.512855486302854,Sports,0.575593428640082,3736.8517237415545,56.34364140315466,414
Wednesday,11,18.722028356925545,21.883066407410173,None,0.16145783406424008,8304.643130003682,79.62467395882025,402
Tuesday,15,31.05286619591421,11.748670249797637,Sports,0.47173983751843906,3645.2508445444037,74.12465302638314,337
Sunday,23,24.163737734757852,35.243550502169086,Sports,0.5534717762098499,5016.937239879051,81.12876989163908,485
Thursday,11,24.659377441707104,40.85640710077926,Holiday,0.5702869387313905,7543.166743127205,50.50234905274158,132
Monday,14,17.669599448318877,27.321515803892364,Concert,0.2101071929123518,7236.282063023097,59.74202458276821,274
Tuesday,9,16.612030275142494,48.35176376280731,Sports,0.7422713922522868,9886.316250809801,74.56652159560655,461
Tuesday,6,29.558786139475302,2.5834360828980554,Concert,0.025199094821069634,3026.449217943387,97.52517807945674,272
Thursday,19,24.929223047105996,25.239779915226407,Holiday,0.35483185554316266,6960.861221856241,69.18045201775791,167
Monday,4,23.737014052303593,35.9226973661275,Concert,0.7802126485356335,6487.137174481996,71.21860130268173,241
Friday,0,29.590164573047936,43.13202355745895,Holiday,0.5638929210554023,9235.88609041027,85.73480445033111,128
Saturday,16,30.310257979822197,8.962780595389502,None,0.26116243251086024,2407.2592748038755,80.1896378643059,127
Sunday,2,18.17816335338707,40.00017408818407,Concert,0.6949531193430477,7766.183472282397,64.94630750491666,196
Saturday,12,27.204502989552825,27.635353785927265,Concert,0.5673909441560734,6114.417546418915,70.54081977837139,156
Friday,13,17.70708164555371,19.82768409949816,None,0.7962436094563872,3471.9928280911486,60.88498994286162,431
Tuesday,23,30.027501720580915,6.585751428954678,Concert,0.7350251861898234,5269.914227324567,98.30107295651042,320
Monday,17,28.139103125342793,43.26478794544562,None,0.6101079220362347,4003.98937362818,56.53171907786799,439
Tuesday,3,34.13229242166916,7.863660408985767,Sports,0.488177675310814,6213.8206250961475,68.59183922832096,293
Wednesday,17,16.379160327128425,15.489392960454962,Holiday,0.1331821256675234,9001.005497331993,51.29194861100056,122
Tuesday,4,16.141094423025088,14.502276598121844,None,0.26133301788538377,6123.744859709818,61.08897459667732,406
Tuesday,15,20.643741493864002,43.57070170954272,Concert,0.41909947291708527,6685.501764939257,89.02355691900775,403
Friday,0,20.23411367471812,33.6351497104449,None,0.5992992870063887,5668.730624032385,60.05876161444397,471
Friday,20,19.939575981439997,39.834069859568615,Concert,0.5137078552153048,1460.4895580092832,54.00317012644828,75
Friday,13,33.12509161042073,12.523394939624948,Sports,0.2881845259595295,3095.7270118848483,73.72265899222617,259
Saturday,14,19.990923996990123,31.243704980349946,None,0.006464357789710551,5428.015564888745,50.49846173672592,141
Wednesday,8,20.43899452257262,28.587299157187434,Sports,0.49623922190081393,3792.117553702343,54.23830772131666,174
Friday,14,30.187965248359276,41.64151883941356,Holiday,0.2856259885622431,2635.872379850748,90.38129347814876,484
Monday,16,23.9947968490108,45.304353024063026,Concert,0.7346083007105351,5537.195577265945,88.57366724298032,122
Saturday,23,30.534211139103625,0.6078385738693404,Concert,0.02394626527048349,3905.2881410306527,95.7569410202448,172
Thursday,3,16.307323151287704,33.700995952939635,Sports,0.5848278113057909,3322.9687885607327,92.72577179553747,358
Monday,11,24.751423873467687,2.5917899559864512,Holiday,0.9414742375060654,5175.868756963428,84.15877816199091,233
Sunday,4,15.672272003665652,27.442933253867796,None,0.1744092671114995,2199.558322739558,52.61664286503314,236
Sunday,4,16.25306406910709,14.38163645218391,None,0.47164949075059537,9349.711597678666,89.14243089933288,247
Monday,10,33.12874906688822,15.33882997610706,Concert,0.09142199181713817,8809.318881273151,92.27554054202803,127
Friday,5,17.784907422351903,17.64792517261783,Sports,0.6256819122613526,7368.585271664818,89.95410728859773,397
